Mode: 21 #Games: 100
p0_0	p0_1	p0_2	p0_3	p0_4	p0_5	p0_6	p0_7	p0_8	p0_9	p2_0	p2_1	p2_2	p2_3	p2_4	p2_5	p2_6	p2_7	p2_8	p2_9	trump	first	fp	t_t0	t_t1	t_t2	t_t3	t_t4	t_t5	t_t6	t_t7	t_t8	t_t9
4	5	12	17	18	22	23	24	29	35	0	10	11	14	15	20	25	28	34	39	2	0	84	108	0	469	3034	2	9	2	1	0	0	
5	6	9	10	17	24	26	29	38	39	0	2	3	8	13	16	19	28	33	35	1	1	96	36	6	0	21	6	1	0	1	4	0	
0	1	4	14	17	20	31	35	36	37	2	8	9	11	16	21	32	33	38	39	0	2	101	17	0	53	8	94	62	3	0	0	0	
3	10	12	14	18	21	22	23	28	34	1	2	6	11	13	26	30	31	35	36	1	3	49	0	150	5780	15	0	75	3	1	0	0	
2	5	6	17	19	20	24	26	28	33	0	1	3	8	14	18	22	32	36	39	0	0	93	209	0	9867	91	55	8	1	0	0	0	
3	8	10	21	23	28	29	35	37	39	4	7	9	20	25	27	31	33	34	38	3	1	88	27	360	0	4199	575	26	4	1	0	0	
3	8	17	18	20	30	31	35	38	39	0	1	5	7	11	23	25	26	28	36	1	2	52	0	125	188	44	0	477	11	1	0	0	
6	9	10	12	13	18	19	25	36	38	0	3	7	8	23	24	26	32	33	35	3	3	63	24	0	3819	0	126	11	2	0	0	0	
0	5	7	9	17	20	23	26	31	33	11	13	19	25	27	29	30	34	35	36	0	0	73	108	37	45	0	0	89	5	1	0	0	
1	3	6	9	10	15	16	18	26	29	7	8	13	14	17	27	31	34	35	39	2	1	70	163	27	1549	168	122	18	0	1	0	0	
0	3	4	10	17	18	22	30	36	38	8	11	13	14	21	25	31	32	33	35	3	2	63	41	0	90	150	48	0	3	0	0	0	
4	5	8	13	17	22	27	28	29	33	7	12	16	18	20	21	24	35	37	39	2	3	102	32	602	0	37	26	9	1	0	1	0	
12	14	20	27	28	32	33	36	37	38	0	1	4	5	10	16	17	21	25	26	2	0	56	303	0	90	77	10	6	1	1	0	0	
1	3	11	16	21	25	27	31	33	35	0	5	10	13	20	22	29	32	34	38	1	1	26	12	11	20	20	0	20	2	0	0	0	
0	3	4	15	16	21	26	33	36	37	9	10	11	13	14	22	25	29	34	39	1	2	90	17	4	0	62	46	39	0	1	0	0	
2	5	15	19	21	22	24	27	36	39	1	4	7	10	16	17	18	29	33	35	1	3	84	20	0	1326	43	0	2	0	1	0	0	
2	5	12	13	18	25	32	33	36	37	4	8	15	19	23	24	29	34	35	38	2	0	72	180	0	0	1833	40	4	2	1	0	0	
8	15	17	21	22	23	24	26	37	39	0	1	2	5	7	11	13	19	20	31	0	1	85	15	0	1170	31	0	0	5	0	1	0	
1	7	11	17	19	20	25	30	35	37	0	6	8	13	14	16	21	29	31	39	2	2	65	13	14	31	481	0	3	0	0	0	0	
1	4	7	8	11	17	18	25	32	39	0	3	5	10	12	15	22	28	29	38	3	3	61	28	35	72	0	2	18	0	1	0	0	
1	3	7	18	24	27	29	31	33	36	9	10	16	19	23	25	26	34	37	39	3	0	86	283	23	1686	0	0	13	0	1	0	0	
0	2	12	17	18	22	35	36	37	38	6	7	8	11	23	26	28	32	33	34	3	1	71	26	0	271	1201	0	34	4	1	0	0	
5	6	9	15	17	21	22	29	37	39	4	10	20	23	24	26	27	28	35	36	3	2	35	18	0	31	0	43	0	12	1	4	0	
