Mode: 21 #Games: 100
p0_0	p0_1	p0_2	p0_3	p0_4	p0_5	p0_6	p0_7	p0_8	p0_9	p2_0	p2_1	p2_2	p2_3	p2_4	p2_5	p2_6	p2_7	p2_8	p2_9	trump	first	fp	t_t0	t_t1	t_t2	t_t3	t_t4	t_t5	t_t6	t_t7	t_t8	t_t9
1	4	6	12	15	16	17	20	34	35	8	9	22	23	26	28	31	32	38	39	1	0	89	4555	10822	9378	0	986	6	0	1	0	0	
3	8	10	14	18	19	26	28	31	34	2	4	5	11	17	20	21	24	35	37	1	1	64	150	0	810	705	1425	6	0	1	1	0	
6	7	12	19	20	25	28	32	36	37	0	2	3	4	5	9	10	13	17	34	3	2	17	325	0	835	373	0	1	0	1	7	0	
2	10	13	18	20	22	24	31	32	36	0	5	7	8	9	16	17	23	27	37	2	3	43	432	5560	425	0	1209	27	14	8	2	0	
0	1	10	11	14	17	23	24	26	35	2	5	6	18	19	21	25	30	31	38	0	0	28	957	16325	3241	630	574	0	0	1	0	0	
0	4	7	9	16	20	25	27	35	39	1	2	13	15	17	30	31	32	33	38	1	1	18	0	40330	44922	6180	2995	52	0	3	1	0	
0	4	5	13	17	24	27	28	31	34	6	14	15	18	20	23	26	29	33	39	2	2	58	383	0	660	27215	0	66	3	0	1	0	
5	10	12	13	16	17	20	34	37	38	0	2	3	4	14	19	29	31	32	33	1	3	85	0	1769	63836	1716	3137	45	5	1	0	0	
1	3	13	20	27	28	29	31	35	37	5	12	15	17	18	19	24	25	33	34	3	0	97	2415	1224	415	0	1055	0	14	1	1	0	
0	4	5	8	15	22	26	30	33	38	1	2	17	20	23	25	28	29	32	39	2	1	81	745	24828	218	0	1017	29	0	2	1	0	
4	8	12	14	21	23	25	32	37	38	5	11	26	29	31	33	34	35	36	39	2	2	21	217	0	165	0	15	64	8	0	1	0	
4	9	10	15	18	23	31	33	36	37	2	5	16	17	21	24	26	34	35	38	2	3	41	0	1467	499	166	0	33	4	3	1	0	
0	2	5	8	9	18	21	23	30	33	3	12	14	15	16	20	22	24	32	34	2	0	39	4365	0	1336	0	14	200	8	2	0	0	
2	4	5	11	20	23	27	33	35	39	3	12	13	16	18	19	25	28	36	38	0	1	68	667	259	0	2064	14	0	3	1	0	0	
0	11	12	14	17	21	25	26	38	39	2	3	6	10	13	16	27	32	34	37	0	2	12	486	148	116	124	82	0	0	1	1	0	
0	2	4	6	14	15	16	27	30	38	3	7	10	24	29	31	32	33	35	36	1	3	46	275	4575	213	766	412	10	0	1	0	0	
0	4	9	11	12	18	26	33	37	39	1	3	6	7	10	20	24	25	34	36	2	0	45	1719	8373	0	308	1444	0	0	2	2	0	
1	4	6	9	15	17	18	19	32	38	3	5	8	10	20	23	24	26	28	29	1	1	88	585	11336	697	0	3524	104	6	1	1	0	
5	7	15	19	23	27	28	30	32	37	4	6	11	13	14	16	17	18	21	34	3	2	33	296	3514	0	390	0	8	0	2	1	0	
0	6	8	9	13	15	19	21	28	36	1	3	24	25	26	30	33	34	35	38	1	3	30	1250	0	43013	52478	0	130	4	0	2	0	
1	3	7	9	14	15	20	24	27	38	0	8	16	17	21	29	31	35	37	39	2	0	79	1970	12477	295	264	0	73	2	0	0	0	
5	6	7	11	16	23	28	32	34	36	8	9	10	12	13	18	27	29	35	37	2	1	86	459	295	266	0	518	20	0	0	1	0	
0	1	5	6	8	11	19	20	21	25	10	16	18	24	26	27	28	29	32	36	1	2	89	655	0	999	882	0	0	11	2	1	0	
1	2	6	7	10	16	20	22	26	32	0	4	8	12	17	19	23	24	30	34	0	3	58	0	1060	1399	0	1051	203	0	1	2	0	
8	10	11	12	15	21	26	31	34	36	3	4	5	9	13	22	24	33	37	39	2	0	37	1298	7830	0	748	0	0	3	1	1	0	
1	6	8	11	18	20	27	28	35	38	3	4	12	15	19	22	23	29	33	34	3	1	72	157	0	360	4739	212	0	14	2	0	0	
1	3	10	12	16	21	24	29	32	34	4	5	6	7	9	11	18	19	30	39	2	2	56	289	0	245	190	0	7	0	1	1	0	
5	6	7	14	15	16	29	31	38	39	0	12	13	20	23	24	27	32	33	36	3	3	90	532	10492	0	5267	14	6	0	1	1	0	
3	16	17	18	22	25	26	28	31	37	7	9	10	13	14	19	27	35	36	39	1	0	81	4908	0	2261	904	6	0	12	2	1	0	
6	7	8	16	17	19	21	30	31	32	0	9	10	14	15	18	27	28	35	39	3	1	101	0	0	0	0	842	5	0	1	1	0	
6	7	10	24	26	27	29	35	36	37	1	8	13	17	18	19	31	32	33	34	1	2	93	343	360	0	5386	3050	22	0	2	1	0	
0	1	2	8	9	16	20	24	28	29	7	10	13	18	19	21	27	32	33	38	1	3	77	1634	46673	18157	560	2720	2	1	1	1	0	
1	3	14	17	19	24	29	34	35	39	7	8	12	16	18	20	21	30	37	38	1	0	82	2015	6887	0	22021	5	0	1	0	1	0	
4	9	11	13	21	23	24	27	31	37	1	2	15	19	20	25	29	34	36	39	2	1	95	453	0	325	724	0	44	3	2	0	0	
10	13	15	19	22	23	24	27	35	36	0	2	3	11	12	25	30	34	38	39	2	2	73	755	574	11913	1056	549	79	15	1	1	0	
1	3	8	12	13	20	28	35	36	38	4	17	19	21	22	25	27	29	31	34	3	3	86	682	2929	0	269	506	19	0	2	0	0	
2	4	15	16	18	20	24	29	32	35	0	5	8	10	11	17	19	22	34	37	1	0	80	1439	0	304	0	697	25	0	2	1	0	
2	3	6	10	15	18	26	27	38	39	0	13	16	17	19	21	22	28	31	33	0	1	69	174	0	17761	0	0	85	2	0	1	0	
0	1	2	9	10	16	17	31	35	39	3	20	21	24	26	28	29	32	36	37	3	2	69	714	507	730	1099	336	22	9	0	1	0	
2	7	10	13	16	20	22	24	28	35	4	8	11	17	25	26	27	31	32	33	0	3	20	453	0	403	13353	0	14	0	2	1	0	
5	8	9	13	14	17	21	22	30	34	3	6	7	12	16	20	23	24	26	28	3	0	34	1296	0	2984	345	5	0	0	1	0	0	
1	2	3	19	22	23	32	36	37	39	14	15	16	17	18	21	25	31	35	38	0	1	30	0	210948	0	0	0	0	2	3	1	0	
3	12	14	15	18	19	22	26	27	30	0	5	9	16	23	28	31	35	36	37	3	2	77	0	603	2042	0	2904	280	8	1	1	0	
6	8	13	15	19	24	28	34	35	39	1	2	4	9	20	22	23	25	31	33	0	3	92	234	0	29964	0	5124	44	0	3	1	0	
2	3	8	11	12	14	15	21	31	36	5	6	9	16	18	19	26	32	34	39	0	0	89	1477	225	343	0	12	0	3	2	0	0	
0	4	8	13	16	22	26	30	33	37	1	5	9	10	18	21	24	28	29	31	0	1	48	434	1903	0	444	0	34	0	2	1	0	
2	6	7	8	12	13	14	17	19	25	1	9	11	20	22	27	28	31	33	35	0	2	89	0	58179	5290	166075	3477	399	4	2	1	0	
0	2	7	12	13	15	16	23	25	28	1	10	11	18	22	24	30	32	35	38	2	3	40	570	590	498	1341	1508	61	14	1	1	0	
0	5	10	17	21	24	25	33	37	38	1	3	4	8	16	19	23	31	32	34	1	0	27	1043	0	237	0	1122	13	0	2	1	0	
2	3	4	6	10	11	14	19	34	37	0	5	7	8	9	15	16	21	26	35	3	1	21	1488	1477	22406	0	1586	56	4	1	1	0	
1	4	10	20	28	29	33	35	36	39	0	3	9	11	13	16	24	30	31	34	0	2	77	1775	32040	0	2038	1473	83	3	1	0	0	
1	7	14	15	17	24	26	27	32	36	5	16	20	21	22	28	30	33	35	38	0	3	27	349	390	0	447	0	92	0	1	1	0	
3	4	6	7	13	18	24	26	30	34	0	1	11	15	17	21	22	23	36	38	0	0	39	1885	0	1140	7061	5	0	2	1	0	0	
1	3	13	15	16	25	30	31	32	36	4	6	9	11	12	14	21	28	33	38	3	1	72	111	0	950	149	371	6	0	0	1	0	
2	8	19	21	24	25	29	30	33	39	7	10	11	17	18	22	26	28	32	38	1	2	104	0	141086	2266	2771	1509	18	6	1	0	0	
0	1	3	7	8	21	22	28	35	36	2	10	14	18	23	29	31	32	33	38	2	3	78	373	0	1671	3981	12	379	15	2	0	0	
